Place,Name,Gender,Time
650,SCHLÖMER Robert,M,40:19:00
651,BURCZAK Isabella,F,40:20:33
652,WEBER Brad,M,40:20:37
653,SEPTIYANTO Rachmat,M,40:21:36
654,BRUYERE Gérald,M,40:23:22
655,GAMBRELLE Florent,M,40:24:15
656,BERTELOOT Jeremie,M,40:25:57
657,SØRENSEN Bjarne,M,40:26:43
658,GRASSELLI Marko,M,40:27:13
659,URSUA GIL Xabier,M,40:27:46
660,MENGIN Vincent,M,40:28:47
661,TRAUCHESSEC  Alain,M,40:29:44
662,GUTIERREZ ALCALA Manuel,M,40:29:57
663,LAGRANGE Matthieu,M,40:31:05
664,MAUILLON Laurent,M,40:31:14
665,JESUS Dinarte,M,40:32:51
666,GOUTHIER Enrica,F,40:34:37
667,ROUSSEL Johann,M,40:35:32
668,GARRIGA MORENO Raimon,M,40:35:58
669,GUESSAB Karim,M,40:36:05
670,GOMES Antônio,M,40:36:23
671,HINCA Branislav,M,40:36:32
672,MARIE-ANGELIQUE Rodrigue,M,40:38:54
673,FRANCK Etienne,M,40:40:22
674,DE VEYRAC Géraud,M,40:41:10
675,PONNELLE Albert,M,40:41:25
676,LOUVIOT James,M,40:41:32
677,SIBER Eric,M,40:42:24
678,BERSAN Sergiu,M,40:43:19
679,KASPAR Jan,M,40:44:52
680,FERNANDEZ Antonio,M,40:46:07
681,CORBELLA Paolo,M,40:46:35
682,MIREK Grzegorz,M,40:46:40
683,FREYNHOFER Bettina,F,40:46:45
684,GONZALES Yannick,M,40:48:00
685,LAMY Frederic,M,40:48:00
686,GALAN MARTINEZ Victor,M,40:49:32
687,BOYER Jonathan,M,40:50:30
688,JULISSON Gunnar,M,40:50:43
689,LOCATELLI Louis,M,40:51:47
690,VUILLERMOZ Benoit,M,40:51:48
691,CANTO VALOR Raul,M,40:52:54
692,GARCIA MESA Jose Manuel,M,40:55:52
693,PINHEIRO MENDES Fernando,M,40:57:49
694,JOHANNES Sönke,M,40:58:18
695,SNEPSTE Janis,M,40:58:26
696,SALVAYRE Philippe,M,40:58:57
697,MANGIARINO Giorgio,M,40:59:27
698,AUBERT Cyril,M,40:59:55
699,OGNYANOV Mihail,M,41:00:17
700,BENKE Blake,M,41:00:37
701,BONNIN Olivier,M,41:00:50
702,PAJDOSZ Rafał,M,41:02:18
703,COTASSON Patrick,M,41:04:01
704,LEVICQ Jérôme,M,41:07:47
705,MOURIER Bruno,M,41:08:33
706,GEROULT Francois-Cyrille,M,41:09:12
707,ALEX Remi,M,41:09:57
708,SCHNEEKLOTH Martin,M,41:11:23
709,PERNET Regis,M,41:11:35
710,STASIA Manuel,M,41:11:37
711,VERA KAY Elena,F,41:11:38
712,BLANC Lionel,M,41:11:46
713,CABILLAS MARTOS Carlos Christian,M,41:12:45
714,CASTAÑ PERALTA Jose Antonio,M,41:13:12
715,GIRARDOT Frederic,M,41:13:24
716,VASILIEF Horia,M,41:14:11
717,ALKHATRI Hamdan,M,41:14:41
718,PINHO Xavier,M,41:15:05
719,KOVILIC Pascal,M,41:15:18
720,GIRARD Stéphane,M,41:15:53
721,BAUGE Thomas,M,41:16:45
722,SPELMANS Christophe,M,41:17:14
723,SAVINEL Guillaume,M,41:18:19
724,LAMBERT Mathieu,M,41:19:52
725,FRISA Paolo,M,41:20:04
726,CAMACHO Jérôme,M,41:21:06
727,ENOCH Giulio,M,41:23:18
728,AGUILERA CARRASCO Rafael Fernando,M,41:23:20
729,REIMLINGER Baptiste,M,41:23:22
730,INDJIC Matias,M,41:23:37
731,RODRIGUES Miguel,M,41:24:46
732,JOUSSET Sébastien,M,41:25:16
733,DUROCHER Thomas,M,41:25:23
734,BRAISE Karl,M,41:26:07
735,CARAIMAN Alexandru,M,41:27:59
736,SHAW Robert,M,41:28:15
737,VARNIER Jean Michel,M,41:28:58
738,LE PAGNE David,M,41:30:00
739,ROTA Pascal,M,41:30:51
740,ŚWIDERSKI Krzysztof,M,41:30:55
741,HAFFERTY William,M,41:31:25
742,GONCALVES ALVES Carlos,M,41:31:30
743,BEAUGRAND Johnny,M,41:31:52
744,NEGRI PINTO DA SILVA Fatima,F,41:32:35
745,RAMIREZ Manuel,M,41:32:48
746,PICOT Antoine,M,41:32:51
747,FAVIER Eric,M,41:33:00
748,FAIN Christophe,M,41:33:55
749,BRIAND Matthieu,M,41:33:56
750,DOGUET Fabien,M,41:34:03
751,DUCHATELET Rémy,M,41:34:15
752,BENEDETTI Andrea,M,41:34:44
753,POCHON Matthieu,M,41:35:12
754,DRIVON Sebastien,M,41:35:15
755,MARTIN Iain,M,41:35:35
756,RAVARONO Alessandro,M,41:35:42
757,TAVERNIER Jerome,M,41:36:24
758,GONZALEZ Josep,M,41:37:28
759,BOUQUIN Laurent,M,41:38:31
760,JEANNETEAU Julien,M,41:39:44
761,SALMON Anne,F,41:39:50
762,FERNBACH Yannick,M,41:39:54
763,ROSSIAUD Alain,M,41:40:37
764,LAUHOFF Andre,M,41:40:48
765,FRANCHET Yann,M,41:42:02
766,MELANDA Licinio,M,41:42:58
767,GRZESZCZUK Wojciech,M,41:43:14
768,RODRIGUEZ GONZALEZ Lluis,M,41:43:44
769,CHERUBINI Thomas,M,41:44:04
770,KOCOŃ Mariusz,M,41:45:04
771,PERESSE Marc,M,41:45:24
772,THUOT Hervé,M,41:45:36
773,BOURDON Philippe,M,41:45:49
774,JUUL JORGENSEN Mads,M,41:46:30
775,RECEVEUR Gerald,M,41:47:15
776,ALDEA RUIZ Gregor,M,41:48:09
777,COTELLE Renaud,M,41:49:45
778,GUINAMENT Grégory,M,41:51:25
779,GUIRONNET Jérôme,M,41:54:04
780,LÜCKERT Matthias,M,41:54:09
781,DESPONT Sebastien,M,41:54:19
782,MAURER Andreas,M,41:54:37
783,SENTI Adrien,M,41:54:42
784,LESTIDEAU Nicolas,M,41:55:13
785,CAHAGNON Dimitri,M,41:55:13
786,MERRICK Andrew,M,41:55:14
787,CANEGALLO Canegallo,M,41:55:31
788,BIJLEVELD Duco,M,41:57:42
789,SOKCIC Petar,M,41:58:10
790,SALENNE David,M,41:58:59
791,TAKEDA Nobuyori,M,41:59:28
792,LAMBERT Sydney,F,41:59:57
793,GOTER Franck,M,42:00:34
794,GRANGE Jean Francois,M,42:01:02
795,JAN Xavier,M,42:01:09
796,MARIONNEAU Christophe,M,42:01:10
797,GERENTES Gilbert,M,42:01:43
798,DŻUGAN Witold,M,42:02:29
799,MAZUR Martin,M,42:02:33
800,MAS Loic,M,42:02:36
801,RENOUARD Loïc,M,42:03:14
802,PASQUIER Mickaël,M,42:03:21
803,FIOLLET Franck,M,42:03:29
804,NOIROT Laurent,M,42:03:54
805,FORAT Julien,M,42:04:04
806,DEINIUK Roman,M,42:05:28
807,JOASSART Martin,M,42:05:37
808,MARTIN Mickaël,M,42:05:59
809,TAFFURELLI Alberto,M,42:06:27
810,DATWYLER Sascha,M,42:06:45
811,BOUSSAC Guillaume,M,42:07:17
812,TRICOIRE Jean-Luc,M,42:07:28
813,CORNUAULT Pascal,M,42:07:30
814,MARINONI Marco,M,42:07:33
815,JAMET Christophe,M,42:07:43
816,GARCIA GARCIA Maribel,F,42:08:25
817,LAJUNCOMME Julien,M,42:08:28
818,FONTUGNES Yves,M,42:09:13
819,STOUGAARD Bent,M,42:09:40
820,MAHACHOT Phitchanan,F,42:10:56
821,MÉRAT Stéphane,M,42:11:17
822,BERTIAU Richard,M,42:11:48
823,LAUNAY Maël,M,42:15:08
824,ZEN Andrea,M,42:15:15
825,DODELIN Jean-Louis,M,42:17:07
826,LIMA DOS SANTOS Manuel,M,42:17:19
827,HOEBLER Yann,M,42:17:20
828,LEMMENS Eric,M,42:17:42
829,PARROT Christophe,M,42:17:52
830,POULAIN Alexandre,M,42:17:56
831,ANTONSSON Mikael,M,42:18:19
832,FARDEL Eddy,M,42:18:49
833,COUTINHO Joaquim,M,42:19:56
834,BYLUND Patrik,M,42:20:00
835,GRAND'HOMME Olivier,M,42:20:09
836,RELAVE Fabien,M,42:20:30
837,BIGLER Christophe,M,42:20:37
838,PITIS Florent,M,42:20:55
839,JACQUET Lionel,M,42:21:06
840,LANFRAY Guillaume,M,42:21:46
841,CANTERLA FERNANDEZ Jorge,M,42:22:31
842,MASCLAU Herve,M,42:22:45
843,FLOQUET Michael,M,42:23:23
844,LÜCKERT Mara,F,42:24:01
845,MONTAGNE Christophe,M,42:24:15
846,DUFOSSE Gilles,M,42:25:47
847,GIL Paulo,M,42:25:57
848,PESSA Gustavo,M,42:25:59
849,FEUNTEUN Jean-Luc,M,42:26:02
850,VIDAL GONZALEZ Manuel,M,42:26:23
851,VERSCHAEVE Jean-Baptiste,M,42:28:59
852,DIMITRIOU Alexandre,M,42:29:20
853,STOYANOV Elvis,M,42:29:52
854,GREGIS Andrea,M,42:30:41
855,HARZO Sylvain,M,42:30:41
856,VINARD Alexandre,M,42:31:21
857,PEYRON Philippe,M,42:31:24
858,HUTCHINSON G Brian,M,42:31:36
859,LACOTE Romain,M,42:31:59
860,SARRON Pierre Maxime,M,42:32:19
861,MOREL Gerald,M,42:32:22
862,VIDILI Isabella,F,42:32:31
863,PROMPICAI Paolo,M,42:32:32
864,HAIMINGER Florian,M,42:33:11
865,BOSC Michael,M,42:33:33
866,CHAMPION Nicolas,M,42:33:39
867,VANHILLE Nicolas,M,42:33:46
868,ZHANG Zhuoming,M,42:34:48
869,KOSSELA Oskar,M,42:34:56
870,THIERRY Christophe,M,42:35:35
871,SANCHEZ GARCIA Miguel Angel,M,42:35:53
872,JECHOUX Cyril,M,42:36:17
873,CRÉTOUX Pierre,M,42:36:39
874,CHAFFEY James,M,42:37:03
875,LEBLACHER Eric,M,42:37:07
876,COSTANZI Andrea,M,42:37:12
877,PICOT Stephane,M,42:38:46
878,HOUEL Benjamin,M,42:38:47
879,THIEBAUT Benoit,M,42:38:51
880,SORENSEN Christian,M,42:38:55
881,RONDOLE Joel,M,42:39:19
882,STARK Jürgen,M,42:39:27
883,MUNDT Karl,M,42:39:35
884,HERBRETEAU Stéphane,M,42:40:25
885,ANMELLA Didier,M,42:41:08
886,CINO Fabio,M,42:41:17
887,GRUNEWALD Jean-Pierre,M,42:41:53
888,ANDRE Loïc,M,42:42:39
889,CALDWELL Mark,M,42:42:49
890,LAMY Guillaume,M,42:42:59
891,LOUSSE Geoffroy,M,42:43:21
892,DELPIERRE Jean Paul,M,42:43:44
893,EHRNROOTH Rebeca,F,42:43:55
894,PAUL Adrien,M,42:44:17
895,MERLE Géraldine,F,42:44:25
896,CARAYON Charles,M,42:44:30
897,MARZIANI Tommaso,M,42:44:31
898,ŻELICHOWSKI Artur,M,42:44:59
899,POULET Benoît,M,42:46:53
900,RYCKEWAERT Arnaud,M,42:46:56
901,CORBIERE Yoann,M,42:47:29
902,BELLETRE Nicolas,M,42:48:19
903,PUT Willem,M,42:48:22
904,PETROV Iván,M,42:48:55
905,LEE Vivian,F,42:50:25
906,DOWNES Tom,M,42:50:55
907,BORREGO REINA Jose Miguel,M,42:51:16
908,EGO Laurent,M,42:51:28
909,LORMIERES Lormieres,M,42:52:26
910,RICHARD Franck,M,42:52:48
911,PIGNAULT Bertrand,M,42:53:19
912,TETREAULT Myron,M,42:53:53
913,MOISE Frederic,M,42:54:37
914,GUINCHARD Jérémie,M,42:54:39
915,GACIK Sasa,M,42:55:16
916,MARI  Roberto,M,42:55:18
917,FROCQ Julien,M,42:56:11
918,PERIO Dominique,M,42:56:22
919,ROSQUETE IZQUIERDO Marcos,M,42:57:21
920,MARTIN MORALES Tenesor,M,42:57:22
921,ELICH Eric,M,42:57:40
922,DEISS Laurent,M,42:57:56
923,BACCETTI Edoardo,M,42:57:58
924,PELISSIER Patrice,M,42:58:50
925,GRENARD Adrien,M,42:59:06
926,FILIPKIEWICZ Tomasz,M,42:59:08
927,ARTAM Can,M,42:59:17
928,POSEZ Guillaume,M,42:59:30
929,BAUBET Françoise,F,43:00:27
930,SMAGUE Thomas,M,43:00:27
931,MONTEALEGRE SIOLA Cesar,M,43:01:41
932,SANTOS Diogo,M,43:01:54
933,GARULLI Mirco,M,43:01:59
934,WALKER Paul,M,43:03:29
935,ODER Pascal,M,43:03:41
936,KAKOL Lukasz,M,43:03:46
937,VOLLMAR Boris,M,43:04:02
938,MESSIEUX Olivier,M,43:04:12
939,BRUNNHOFER Lukas,M,43:04:50
940,MOROSINI Michele,M,43:06:01
941,FLETGEN Carole,F,43:06:22
942,JOURDAIN Benoit,M,43:06:41
943,TRON Jean-Francois,M,43:06:46
944,ALTUWAIJRI Nezar,M,43:07:32
945,EUSTAQUIO Philippe,M,43:08:02
946,GAFFURI Paolo,M,43:09:05
947,GAUTHIER Olivier,M,43:09:27
948,DEGREMONT Gaetan,M,43:09:47
949,HUTIN Michael,M,43:10:00
950,COLL BESTARD Guiem,M,43:10:20
951,BOULIOU Patrick,M,43:10:22
952,ZATORSKI Marcin,M,43:10:23
953,BERNARD Cyril,M,43:12:44
954,LEMONSU Stephan,M,43:13:06
955,FLAVENOT Valentin,M,43:13:49
956,LE SOLLIEC Yann,M,43:14:56
957,RAIMBAU Joel,M,43:15:06
958,LONDAS Wellington,M,43:17:07
959,CHAUDET Cedric,M,43:17:38
960,BEGEY Fabien,M,43:18:01
961,GOURGAS Thomas,M,43:21:32
962,DE FRUTOS Abel,M,43:22:58
963,MARTINEZ ANTUÑA Josè Blas,M,43:23:19
964,DE SOLA Jean-Luc,M,43:24:15
965,SÉMÉLY Damien,M,43:24:42
966,HANKE Klaus,M,43:25:49
967,JEANNESSON Jonathan,M,43:26:04
968,BERTHION Matthieu,M,43:26:13
969,KUDLA Jaroslaw,M,43:26:52
970,FAIVRE Stephane,M,43:27:47
971,GONON Elodie,F,43:27:56
972,GONON Bertrand,M,43:28:13
973,SÁNCHEZ DOMÍNGUEZ Enrique,M,43:28:35
974,PORTA PELAYO Daniel,M,43:28:40
975,PORTA PELAYO Jose María,M,43:28:41
976,WILLIAMS Sarah Kirsty,F,43:29:02
977,CALCAGNILE Giuseppe,M,43:29:07
978,DWITIANDI Dendi,M,43:29:42
979,GONZALEZ ARAGON Carlos A.,M,43:29:50
980,MAZUECOS Ismael,M,43:29:58
981,SEVIN Claude,M,43:30:13
982,CALLOT Arnaud Roger,M,43:30:37
983,BROTO ALSINA Toni,M,43:31:14
984,FAVRE Olivier,M,43:31:20
985,CHAUVRIS Richard,M,43:31:35
986,FAUVARQUE Thierry,M,43:31:48
987,FAUVARQUE Gaetan,M,43:31:50
988,NAGY Adrián,M,43:32:24
989,KRASZNAI Gabor,M,43:32:26
990,MANCHER Istvan,M,43:32:28
991,BLANPIN Stephane,M,43:32:33
992,STEURER Steffen,M,43:33:02
993,HABOECK Sebastian,M,43:33:02
994,SOARES Rui,M,43:33:16
995,DELRIEU Anthony,M,43:33:21
996,ROUTIN Julien,M,43:33:57
997,LUCAS Stephane,M,43:34:24
998,POIRIER Bruno,M,43:35:23
999,METZLER Quentin,M,43:36:11
1000,FLEURY Frederic,M,43:36:35
1001,MONGARET Franck,M,43:37:18
1002,BOYER Marc,M,43:37:35
1003,MARKERT Dominik,M,43:38:14
1004,JOHANSSON Mattias,M,43:38:18
1005,CAJET Alain,M,43:38:36
1006,VAN DER HEIJDEN Peter,M,43:38:37
1007,DEGRAEVE  Jérémie,M,43:39:50
1008,RENARD Alexandrine,F,43:39:50
1009,GOUSSE Lucas,M,43:40:17
1010,GERUS Wiesław,M,43:40:34
1011,ESTEVA SALORT Miquel Angel,M,43:41:21
1012,CLAESSON Stefan,M,43:42:03
1013,KARLSSON Torbjörn,M,43:42:05
1014,SAGE Laurent,M,43:42:35
1015,RAUTIO Antti,M,43:42:42
1016,SOUDUNSAARI Jaakko,M,43:42:50
1017,BLANC Alain,M,43:43:05
1018,BELTRAN MINGORANCE Jose Maria,M,43:43:42
1019,KLAPPACHER Rupert,M,43:44:52
1020,PARISOT Tristan,M,43:44:56
1021,KOWALSKI Andrzej,M,43:45:34
1022,RIGARD Mickael,M,43:45:35
1023,FAGES Perrine,F,43:46:02
1024,FAUSTINO David,M,43:46:52
1025,LALIMAN Leslie,F,43:47:15
1026,JAOUEN Fabrice,M,43:47:21
1027,GUHL Jerome,M,43:47:38
1028,GUERIN Jean Francois,M,43:47:40
1029,LEPOUTRE Grégoire,M,43:47:47
1030,ETIENNE Frédéric,M,43:47:52
1031,DRUGEAULT David,M,43:48:14
1032,CHARLET Eric,M,43:48:44
1033,PATEK Andreas,M,43:48:48
1034,COLOMBO Paolo,M,43:48:50
1035,SANTACATTERINA Fabio,M,43:49:31
1036,BERGER Loic,M,43:50:13
1037,ABELE PLAZA Christian,M,43:50:28
1038,BOZZO COLOMER Xavier,M,43:50:28
1039,WILKINSON James,M,43:51:24
1040,WILLEMS Bram,M,43:51:35
1041,DE WULF Alexander,M,43:51:35
1042,GAUME Stéphane,M,43:51:44
1043,RUGINA Cosmin,M,43:51:51
1044,PIQUERO Javier,M,43:53:12
1045,THEODORIDIS Theodoros,M,43:53:46
1046,RZEPNIEWSKI Łukasz,M,43:54:27
1047,BONNEVIALE Brice,M,43:54:36
1048,PACHECO Paulo,M,43:54:58
1049,PIGNOL Emmanuel,M,43:55:02
1050,MCEWAN Stephen,M,43:55:24
1051,KUKTA Stephen,M,43:55:26
1052,CHIAPPA Roberto,M,43:55:46
1053,MOTTA Omar,M,43:55:48
1054,RIFF Nicolas,M,43:56:34
1055,LUNDGREN Oskar Lundgren,M,43:56:51
1056,ORTIZ Robert,M,43:57:28
1057,LAROCHETTE DE ROECK Francois,M,43:57:31
1058,DORN-JENNY Andreas,M,43:57:48
1059,RICHARD Valerie,F,43:57:48
1060,GABUTTI Diego,M,43:58:33
1061,MARIN Nicolas,M,43:58:42
1062,PERROTIN Thomas,M,43:59:02
1063,HUESKES Martijn,M,43:59:35
1064,PUJALTE RUIZ Francisco Javier,M,44:00:11
1065,VAN DER VEKEN Pascal,M,44:00:43
1066,JULIA GOMEZ Albert,M,44:00:51
1067,SANTIAGO NAVARRO Jose Luis,M,44:00:59
1068,SACHOT Jean-Philippe,M,44:01:05
1069,GUYOT Olivier,M,44:01:23
1070,PÉREZ PEREZ Salvador,M,44:01:31
1071,CICHOWSKI Grzegorz,M,44:03:28
1072,KOMPATSIARIS Ioannis,M,44:04:01
1073,TEYSSEDRE Marie,F,44:04:43
1074,HEUGEBAERT Claire,F,44:04:43
1075,COULET Olivier,M,44:05:10
1076,DUPONT Fabien,M,44:05:18
1077,CARRADORE Anthony,M,44:05:18
1078,FAURE Olivier,M,44:05:24
1079,CASSIERS Michel,M,44:06:03
1080,DE SUTTER Cyril,M,44:06:14
1081,BARBIERI Roger,M,44:06:24
1082,NIEMEIJER Hans,M,44:06:26
1083,KEREŽI Robert,M,44:07:07
1084,GUIDO  Silvia,F,44:07:14
1085,MAZET Arnaud,M,44:07:19
1086,RINALDO bruno,M,44:07:41
1087,EFFRANCEY Philippe,M,44:07:46
1088,LEUNG Solomon,M,44:08:19
1089,VALLAT Dominique,M,44:08:58
1090,SAUVAGE Dominique,M,44:09:15
1091,PEREZ Claudio,M,44:10:04
1092,LASSERTEUX Gérard,M,44:10:09
1093,MARTINET Bertrand,M,44:10:10
1094,OLIVIER Jacques,M,44:11:22
1095,GRASSET Dominique,M,44:11:32
1096,CHAMPEVAL Francois,M,44:12:04
1097,DROMARD Florian,M,44:12:58
1098,LE LIARD Mickael,M,44:13:31
1099,ALMÉRAS Luc,M,44:14:37
1100,PUTOIS Cyril,M,44:14:47
1101,MINGUENAUD Stephane,M,44:15:06
1102,LALAIRE Mickaël,M,44:15:13
1103,LUISET Laurent,M,44:15:13
1104,ROLL Jorge,M,44:15:44
1105,BRICOTTE Laurent,M,44:15:57
1106,MOLEIRO Isabel,F,44:16:34
1107,TROPIANO Ottavio,M,44:16:52
1108,KAZUKAWA Junko,F,44:17:15
1109,HUGUENIN-BERGENAT Boris,M,44:18:44
1110,MACHEN Jérémie,M,44:18:56
1111,COULOT Olivier,M,44:19:27
1112,COLLADO Oscar,M,44:21:16
1113,BANU Ovidiu,M,44:21:49
1114,GURRET Lionel,M,44:22:17
1115,LANG Serge,M,44:22:21
1116,MCNERNEY Thomas,M,44:22:48
1117,RABAGLIO Fabrizio,M,44:22:59
1118,SCRIBANTE Massimiliano,M,44:23:00
1119,GONDEL Mehdi,M,44:23:09
1120,SEWELL Martin,M,44:23:35
1121,BRACHET Thomas,M,44:23:59
1122,DAOUDAL Laurent,M,44:24:01
1123,SCHÖNBERG Tommy,M,44:24:17
1124,TEIXEIRA Claudio,M,44:25:07
1125,BRONDEAU Laurent,M,44:25:29
1126,CUTTAIA Giuseppe,M,44:25:51
1127,BERENGUER Pascal,M,44:25:59
1128,FAUST Eric,M,44:26:49
1129,MAURER Ludivine,F,44:27:25
1130,EYMARD Brice,M,44:27:42
1131,ROUXEL Christian,M,44:27:52
1132,SEMPRINI Roberto,M,44:28:30
1133,GUILLET Jean Jacques,M,44:28:58
1134,MAUREL Bruno,M,44:29:08
1135,MARAIS David,M,44:29:28
1136,DELORD Alexandre,M,44:29:49
1137,DARCY Didier,M,44:30:18
1138,JACHYMSKI Jacek,M,44:30:28
1139,BLANCHARD Gilles,M,44:30:46
1140,NIETO Jose,M,44:30:48
1141,LINE Guillaume,M,44:30:49
1142,BACH Dani,M,44:30:51
1143,FERRIER Fabien,M,44:31:30
1144,DE NEUVILLE Virginie,F,44:31:49
1145,WEINMANN Rene,M,44:31:49
1146,KAYSER Jean,M,44:32:16
1147,PANEK Michał,M,44:33:31
1148,MARGAS Grzegorz,M,44:33:33
1149,NORSTRÖM Markus,M,44:34:40
1150,VERDIER Pascal,M,44:34:44
1151,BRABANT Corentin,M,44:34:56
1152,THAL RØNNEBERG Anders,M,44:35:12
1153,LARTIQUE Pascal,M,44:35:14
1154,MICHIE Scott,M,44:35:26
1155,CHANGENET Matthieu,M,44:35:35
1156,STASZAK Radosław,M,44:36:11
1157,LEMOINE Sébastien,M,44:36:31
1158,ESNARD Pierre-Eloi,M,44:37:17
1159,DETHOOR Xavier,M,44:37:21
1160,HEULIN Gaël,M,44:37:43
1161,PLASSAIS Samuel,M,44:37:44
1162,MARUSA Pascal,M,44:37:50
1163,ADET Benoît,M,44:38:13
1164,GILLESPIE Angus,M,44:39:15
1165,VADLJA Andrej,M,44:39:59
1166,EDEL Philippe,M,44:40:37
1167,JULIEN Pierre,M,44:42:02
1168,TANDRUP Nicholai,M,44:42:11
1169,FROMONT Jean-Luc,M,44:42:17
1170,CAMPBELL Robert,M,44:42:18
1171,BOUTRY Jean-Christophe,M,44:42:42
1172,PEREZ Jaume,M,44:43:08
1173,KRUK Slawomir,M,44:43:45
1174,KORIC Franjo,M,44:43:54
1175,LOVATO Gianluca,M,44:44:50
1176,MOU Vincent,M,44:46:04
1177,HJORTHAUG Asgeir,M,44:48:08
1178,BARRÉ Jean-Francois,M,44:48:22
1179,PERTTU Daniel,M,44:48:43
1180,LEICH Kersten,M,44:48:54
1181,CONTE Joel,M,44:50:03
1182,MUIRHEAD Lorna,F,44:50:56
1183,LADOUX Samuel,M,44:51:32
1184,FISCHEL Scott,M,44:51:35
1185,GIORDANI Cyril,M,44:53:01
1186,SPREAFICO Chiara,F,44:53:21
1187,JASKULA Bartosz,M,44:53:46
1188,EMONT Xavier,M,44:54:40
1189,FROIDEVAL Olivier,M,44:54:40
1190,SILVA Renato,M,44:54:42
1191,RINK Gerald,M,44:55:00
1192,SEGURA JIMENEZ Jose Antonio,M,44:55:10
1193,DEFOORT Jérémie,M,44:55:14
1194,CHEVALIER Michaël,M,44:55:43
1195,PALAZZI Gaetano,M,44:55:57
1196,VERRY Vincent,M,44:55:59
1197,MONTAÑO LEZAMA Carmen Maria,F,44:56:45
1198,HERMANN Julien,M,44:57:26
1199,CORNIER Jérôme,M,44:57:27
1200,BIZOT Benjamin,M,44:57:29
1201,TOMA Mihai-Lucian,M,44:57:34
1202,DOBSICEK Miroslav,M,44:57:58
1203,GAUDIN Jerôme ,M,44:58:24
1204,LAISSUS Nicolas,M,44:59:04
1205,CASSAN Stefano,M,44:59:20
1206,OLIVIER Mickael,M,45:00:03
1207,AMBATZIS Nicholas,M,45:00:40
1208,DIGUE Gwenaël,M,45:00:48
1209,ROBERT Vincent,M,45:01:36
1210,LORMEAU Christian,M,45:01:43
1211,PLEBANI Luigi,M,45:01:49
1212,FICHEUX David,M,45:02:04
1213,BATTENDIER Nicolas,M,45:02:05
1214,BUJÈS Marc-Henri,M,45:02:14
1215,MUSTAFOSKI Safet,M,45:02:18
1216,KLUGE Dietmar,M,45:02:44
1217,CARREE Mael,M,45:03:05
1218,KELLY Michael J,M,45:03:39
1219,SEMENZATO Alessio,M,45:03:47
1220,MAGDIJ Krzysztof,M,45:03:47
1221,GUYONNET Benjamin,M,45:04:51
1222,SNYDER Stephen,M,45:05:00
1223,ALVES António,M,45:05:18
1224,MATEU TENA Elias,M,45:06:09
1225,HANNEDOUCHE Yannick,M,45:06:23
1226,PICQUIER Alexandre,M,45:06:28
1227,DOUSSOT Marc,M,45:06:31
1227,NORDFJÄLL John,M,45:06:31
1229,FACCENDA Marco,M,45:06:36
1230,PACINI Jean-Eric,M,45:09:43
1231,REMOND Philippe,M,45:09:44
1232,CURYLO Vojtech,M,45:10:30
1233,NOGUÉS RIPOLL David,M,45:10:39
1234,LANDRON Pierre-Antoine,M,45:10:57
1235,GENEST Fabrice,M,45:10:58
1236,FRAISON Stéphane,M,45:11:04
1237,JAUD Eric,M,45:11:19
1238,BELTRAN Didier,M,45:11:28
1239,RUBAU TRAYTER Xavier,M,45:12:01
1240,FERRER PLANA Josep,M,45:12:02
1241,MOREL-JEAN Herve,M,45:12:19
1242,TARAVILLO MARTIN Baldomero,M,45:13:08
1243,BARRAL Gilles,M,45:13:18
1244,TURCANU Dinu,M,45:13:32
1245,SCOFIELD Martin,M,45:13:56
1246,SANDOVAL RAMIREZ Alejandro Cesar,M,45:14:12
1247,DEBRUILLE Mathieu,M,45:14:17
1248,LOPEZ HIDALGO Rafael,M,45:14:51
1249,PACHECO DIAZ Leonardo,M,45:15:06
1250,NAUDIN Christophe,M,45:15:36
1251,LANCEREAU Emmanuel,M,45:15:54
1252,WILSON Torbjörn,M,45:16:04
1253,STUTEL Nicolas,M,45:16:24
1254,DENIS Bertrand,M,45:16:29
1255,LYNCH Dan,M,45:16:55
1256,NICOLAS Marc-Alfred,M,45:17:35
1257,BERTRAND Bruno,M,45:18:26
1258,COMEAU Fabrice,M,45:18:44
1259,DESCOMBES Jocelyne,F,45:19:05
1260,MUTZIG Guy,M,45:19:46
1261,NATIVEL Mike,M,45:20:04
1262,MARTIN Eric,M,45:20:09
1263,PAUWELS Joris,M,45:20:21
1264,BOUILLON Jean-Pascal,M,45:20:21
1265,DOFFIN Yann,M,45:20:45
1266,GAUTHIER Cedric,M,45:21:18
1267,LUCAS Jean-Claude,M,45:21:25
1268,PULIZZI Antonio,M,45:21:26
1269,ENJALRIC Renaud,M,45:21:32
1270,LINDSTRAND Mikael,M,45:21:51
1271,LARATTA Francois,M,45:22:10
1272,GIERSBERG Burkhard,M,45:22:18
1273,LARATTA Agnes,F,45:22:21
1274,YOSHIDA Kotaro,M,45:22:26
1275,BARRAU Nicolas,M,45:22:41
1276,GODINOU Christophe,M,45:22:55
1277,FLAMENT Gilles,M,45:23:16
1278,GONÇALVES Mário,M,45:23:16
1279,RUAS Eusébio Gaião,M,45:23:19
1280,FISSE Sébastien,M,45:24:01
1281,LEMAÎTRE Sébastien,M,45:24:01
1282,DE WOLF Dimitri,M,45:24:03
1283,NALLET Xavier,M,45:24:42
1284,BRES Stéphane,M,45:24:45
1285,LE LONS Arnaud,M,45:25:09
